PassengerId,Survived,Pclass,Name,Sex,NormAge,NormSibSp,NormParch,NormFare,Embarked
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,0.271173662,0,0,0.015126993,Q
302,1,3,"McCoy, Mr. Bernard",male,0.296305604,0.25,0,0.045380978,Q
303,0,3,"Johnson, Mr. William Cahoone Jr",male,0.233475748,0,0,0,S
304,1,2,"Keane, Miss. Nora A",female,0.371701433,0,0,0.024105595,Q
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,0.434531289,0,0,0.015712554,S
306,1,1,"Allison, Master. Hudson Trevor",male,0.006282986,0.125,0.333333333,0.2958059,S
307,1,1,"Fleming, Miss. Margaret",female,0.371701433,0,0,0.216429788,C
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,0.208343805,0.125,0,0.212558644,C
309,0,2,"Abelson, Mr. Samuel",male,0.371701433,0.125,0,0.04684488,C
310,1,1,"Francatelli, Miss. Laura Mabel",female,0.371701433,0,0,0.111118398,C
311,1,1,"Hays, Miss. Margaret Bechstein",female,0.296305604,0,0,0.162314192,C
312,1,1,"Ryerson, Miss. Emily Borie",female,0.220909776,0.25,0.333333333,0.512121894,C
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,0.321437547,0.125,0.166666667,0.05074862,S
314,0,3,"Hendekovic, Mr. Ignjac",male,0.34656949,0,0,0.015411575,S
315,0,2,"Hart, Mr. Benjamin",male,0.53505906,0.125,0.166666667,0.051236588,S
316,1,3,"Nilsson, Miss. Helmina Josefina",female,0.321437547,0,0,0.015330377,S
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,0.296305604,0.125,0,0.05074862,S
318,0,2,"Moraweck, Dr. Ernest",male,0.673284745,0,0,0.02732618,S
319,1,1,"Wick, Miss. Mary Natalie",female,0.384267404,0,0.333333333,0.321798367,S
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,0.497361146,0.125,0.166666667,0.262526516,C
321,0,3,"Dennis, Mr. Samuel",male,0.271173662,0,0,0.014151058,S
322,0,3,"Danoff, Mr. Yoto",male,0.334003518,0,0,0.015411575,S
323,1,2,"Slayter, Miss. Hilda Mary",female,0.371701433,0,0,0.024105595,Q
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,0.271173662,0.125,0.166666667,0.05660423,S
325,0,3,"Sage, Mr. George John Jr",male,0.132947977,1,0.333333333,0.135752559,S
326,1,1,"Young, Miss. Marie Grice",female,0.447097261,0,0,0.26473857,C
327,0,3,"Nysveen, Mr. Johan Hansen",male,0.761246544,0,0,0.012174789,S
328,1,2,"Ball, Mrs. (Ada E Hall)",female,0.447097261,0,0,0.02537431,S
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,0.384267404,0.125,0.166666667,0.040062132,S
330,1,1,"Hippach, Miss. Jean Gertrude",female,0.195777834,0,0.166666667,0.113167862,C
331,1,3,"McCoy, Miss. Agnes",female,0.220909776,0.25,0,0.045380978,Q
332,0,1,"Partner, Mr. Austen",male,0.566473988,0,0,0.055628295,S
333,0,1,"Graham, Mr. George Edward",male,0.472229203,0,0.166666667,0.299538851,S
334,0,3,"Vander Planke, Mr. Leo Edmondus",male,0.195777834,0.25,0,0.03513366,S
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,0.384267404,0.125,0,0.260867427,S
336,0,3,"Denkoff, Mr. Mitto",male,0.34656949,0,0,0.015411575,S
337,0,1,"Pears, Mr. Thomas Clinton",male,0.359135461,0.125,0,0.129994543,S
338,1,1,"Burns, Miss. Elizabeth Margaret",female,0.509927117,0,0,0.262526516,C
339,1,3,"Dahl, Mr. Karl Edwart",male,0.560191003,0,0,0.015712554,S
340,0,1,"Blackwell, Mr. Stephen Weart",male,0.560191003,0,0,0.069291385,S
341,1,2,"Navratil, Master. Edmond Roger",male,0.019854235,0.125,0.166666667,0.05074862,S
342,1,1,"Fortune, Miss. Alice Elizabeth",female,0.296305604,0.375,0.333333333,0.513341812,S
343,0,2,"Collander, Mr. Erik Gustaf",male,0.34656949,0,0,0.02537431,S
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,0.308871576,0,0,0.02537431,S
345,0,2,"Fox, Mr. Stanley Hubert",male,0.447097261,0,0,0.02537431,S
346,1,2,"Brown, Miss. Amelia ""Mildred""",female,0.296305604,0,0,0.02537431,S
347,1,2,"Smith, Miss. Marion Elsie",female,0.497361146,0,0,0.02537431,S
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,0.321437547,0.125,0,0.031425107,S
349,1,3,"Coutts, Master. William Loch ""William""",male,0.032420206,0.125,0.166666667,0.031034733,S
350,0,3,"Dimic, Mr. Jovan",male,0.522493089,0,0,0.016908074,S
351,0,3,"Odahl, Mr. Nils Martin",male,0.283739633,0,0,0.018006001,S
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,0.886906258,0,0,0.06831545,S
353,0,3,"Elias, Mr. Tannous",male,0.183211862,0.125,0.166666667,0.014110459,C
354,0,3,"Arnold-Franchi, Mr. Josef",male,0.308871576,0.125,0,0.034743286,S
355,0,3,"Yousif, Mr. Wazli",male,0.566473988,0,0,0.014102261,C
356,0,3,"Vanden Steen, Mr. Leo Peter",male,0.34656949,0,0,0.018542765,S
357,1,1,"Bowerman, Miss. Elsie Edith",female,0.271173662,0,0.166666667,0.10735285,S
358,0,2,"Funk, Miss. Annie Clemmer",female,0.472229203,0,0,0.02537431,S
359,1,3,"McGovern, Miss. Mary",female,0.233475748,0,0,0.015379174,Q
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,0.233475748,0,0,0.015379174,Q
361,0,3,"Skoog, Mr. Wilhelm",male,0.497361146,0.125,0.666666667,0.054457173,S
362,0,2,"del Carlo, Mr. Sebastiano",male,0.359135461,0.125,0,0.054107398,C
363,0,3,"Barbara, Mrs. (Catherine David)",female,0.560191003,0,0.166666667,0.028212719,C
364,0,3,"Asim, Mr. Adola",male,0.434531289,0,0,0.013760684,S
365,0,3,"O'Brien, Mr. Thomas",male,0.447097261,0.125,0,0.030253985,Q
366,0,3,"Adahl, Mr. Mauritz Nils Martin",male,0.371701433,0,0,0.014151058,S
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,0.748680573,0.125,0,0.146878218,C
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",female,0.15807992,0,0,0.014110459,C
369,1,3,"Jermyn, Miss. Annie",female,0.271173662,0,0,0.015126993,Q
370,1,1,"Aubart, Mme. Leontine Pauline",female,0.296305604,0,0,0.135264592,C
371,1,1,"Harder, Mr. George Achilles",male,0.308871576,0.125,0,0.108214991,C
372,0,3,"Wiklund, Mr. Jakob Alfred",male,0.220909776,0.125,0,0.012678957,S
373,0,3,"Beavan, Mr. William Thomas",male,0.233475748,0,0,0.015712554,S
374,0,1,"Ringhini, Mr. Sante",male,0.271173662,0,0,0.26473857,C
375,0,3,"Palsson, Miss. Stina Viola",female,0.032420206,0.375,0.166666667,0.04113566,S
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,0.434531289,0.125,0,0.16038672,C
377,1,3,"Landergren, Miss. Aurora Adelia",female,0.271173662,0,0,0.014151058,S
378,0,1,"Widener, Mr. Harry Elkins",male,0.334003518,0,0.333333333,0.412820507,C
379,0,3,"Betros, Mr. Tannous",male,0.246041719,0,0,0.007831878,C
380,0,3,"Gustafsson, Mr. Karl Gideon",male,0.233475748,0,0,0.015175789,S
381,1,1,"Bidois, Miss. Rosalie",female,0.522493089,0,0,0.444099224,C
382,1,3,"Nakid, Miss. Maria (""Mary"")",female,0.007288263,0,0.333333333,0.030725752,C
383,0,3,"Tikkanen, Mr. Juho",male,0.396833375,0,0,0.01546857,S
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,0.434531289,0.125,0,0.10149724,S
385,0,3,"Plotcharsky, Mr. Vasil",male,0.34656949,0,0,0.015411575,S
386,0,2,"Davies, Mr. Charles Henry",male,0.220909776,0,0,0.143462446,S
387,0,3,"Goodwin, Master. Sidney Leonard",male,0.007288263,0.625,0.333333333,0.091542703,S
388,1,2,"Buss, Miss. Kate",female,0.447097261,0,0,0.02537431,S
389,0,3,"Sadlier, Mr. Matthew",male,0.25860769,0,0,0.015086394,Q
390,1,2,"Lehmann, Miss. Bertha",female,0.208343805,0,0,0.02342244,C
391,1,1,"Carter, Mr. William Ernest",male,0.447097261,0.125,0.333333333,0.234224401,S
392,1,3,"Jansson, Mr. Carl Olof",male,0.25860769,0,0,0.015216388,S
393,0,3,"Gustafsson, Mr. Johan Birger",male,0.34656949,0.25,0,0.01546857,S
394,1,1,"Newell, Miss. Marjorie",female,0.283739633,0.125,0,0.221098075,C
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,0.296305604,0,0.333333333,0.032596229,S
396,0,3,"Johansson, Mr. Erik",male,0.271173662,0,0,0.015216388,S
397,0,3,"Olsson, Miss. Elina",female,0.384267404,0,0,0.015330377,S
398,0,2,"McKane, Mr. Peter David",male,0.572756974,0,0,0.05074862,S
399,0,2,"Pain, Dr. Alfred",male,0.283739633,0,0,0.020494635,S
400,1,2,"Trout, Mrs. William H (Jessie L)",female,0.34656949,0,0,0.024691156,S
401,1,3,"Niskanen, Mr. Juha",male,0.484795175,0,0,0.01546857,S
402,0,3,"Adams, Mr. John",male,0.321437547,0,0,0.015712554,S
403,0,3,"Jussila, Miss. Mari Aina",female,0.25860769,0.125,0,0.019177123,S
404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,0.34656949,0.125,0,0.03093714,S
405,0,3,"Oreskovic, Miss. Marija",female,0.246041719,0,0,0.016908074,S
406,0,2,"Gale, Mr. Shadrach",male,0.421965318,0.125,0,0.04098927,S
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,0.635586831,0,0,0.015126993,S
408,1,2,"Richards, Master. William Rowe",male,0.032420206,0.125,0.166666667,0.036597563,S
409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,0.25860769,0,0,0.015175789,S
410,0,3,"Lefebre, Miss. Ida",female,0.095250063,0.375,0.166666667,0.049707688,S
411,0,3,"Sdycoff, Mr. Todor",male,0.34656949,0,0,0.015411575,S
412,0,3,"Hart, Mr. Henry",male,0.233475748,0,0,0.01338651,Q
413,1,1,"Minahan, Miss. Daisy E",female,0.409399347,0.125,0,0.175668301,Q
414,0,2,"Cunningham, Mr. Alfred Fleming",male,0.824076401,0,0,0,S
415,1,3,"Sundman, Mr. Johan Julian",male,0.547625031,0,0,0.01546857,S
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,0.183211862,0,0,0.015712554,S
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,0.421965318,0.125,0.166666667,0.063435775,S
418,1,2,"Silven, Miss. Lyyli Karoliina",female,0.220909776,0,0.333333333,0.02537431,S
419,0,2,"Matthews, Mr. William John",male,0.371701433,0,0,0.02537431,S
420,0,3,"Van Impe, Miss. Catharina",female,0.120382006,0,0.333333333,0.047137661,S
421,0,3,"Gheorgheff, Mr. Stanio",male,0.34656949,0,0,0.015411575,C
422,0,3,"Charters, Mr. David",male,0.25860769,0,0,0.015094396,Q
423,0,3,"Zimmerman, Mr. Leo",male,0.359135461,0,0,0.015370976,S
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,0.34656949,0.125,0.166666667,0.028106928,S
425,0,3,"Rosblom, Mr. Viktor Richard",male,0.220909776,0.125,0.166666667,0.039452173,S
426,0,3,"Wiseman, Mr. Phillippe",male,0.736114602,0,0,0.014151058,S
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,0.34656949,0.125,0,0.05074862,S
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,0.233475748,0,0,0.05074862,S
429,0,3,"Flynn, Mr. James",male,0.880623272,0,0,0.015126993,Q
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,0.396833375,0,0,0.015712554,S
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,0.34656949,0,0,0.051822149,S
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,0.321437547,0.125,0,0.031425107,S
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,0.522493089,0.125,0,0.05074862,S
434,0,3,"Kallio, Mr. Nikolai Erland",male,0.208343805,0,0,0.013907074,S
435,0,1,"Silvey, Mr. William Baird",male,0.62302086,0.125,0,0.109109533,S
436,1,1,"Carter, Miss. Lucile Polk",female,0.170645891,0.125,0.333333333,0.234224401,S
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,0.25860769,0.25,0.333333333,0.067095532,S
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,0.296305604,0.25,0.5,0.036597563,S
439,0,1,"Fortune, Mr. Mark",male,0.798944458,0.125,0.666666667,0.513341812,S
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,0.384267404,0,0,0.020494635,S
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,0.560191003,0.125,0.166666667,0.051236588,S
442,0,3,"Hampe, Mr. Leon",male,0.246041719,0,0,0.018542765,S
443,0,3,"Petterson, Mr. Johan Emil",male,0.308871576,0.125,0,0.015175789,S
444,1,2,"Reynaldo, Ms. Encarnacion",female,0.34656949,0,0,0.02537431,S
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,0.233475748,0,0,0.015834545,S
446,1,1,"Dodge, Master. Washington",male,0.044986177,0,0.333333333,0.159776761,S
447,1,2,"Mellinger, Miss. Madeleine Violet",female,0.15807992,0,0.166666667,0.038061465,S
448,1,1,"Seward, Mr. Frederic Kimber",male,0.421965318,0,0,0.051822149,S
449,1,3,"Baclini, Miss. Marie Catherine",female,0.057552149,0.25,0.166666667,0.037589698,C
450,1,1,"Peuchen, Major. Arthur Godfrey",male,0.648152802,0,0,0.059532035,S
451,0,2,"West, Mr. Edwy Arthur",male,0.447097261,0.125,0.333333333,0.054164393,S
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,0.308871576,0.125,0,0.038972403,S
453,0,1,"Foreman, Mr. Benjamin Laventall",male,0.371701433,0,0,0.054164393,C
454,1,1,"Goldenberg, Mr. Samuel L",male,0.610454888,0.125,0,0.173919816,C
455,0,3,"Peduzzi, Mr. Joseph",male,0.434531289,0,0,0.015712554,S
456,1,3,"Jalsevac, Mr. Ivan",male,0.359135461,0,0,0.015411575,C
457,0,1,"Millet, Mr. Francis Davis",male,0.81151043,0,0,0.051822149,S
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,0.434531289,0.125,0,0.101228858,S
459,1,2,"Toomey, Miss. Ellen",female,0.62302086,0,0,0.020494635,S
460,0,3,"O'Connor, Mr. Maurice",male,0.880623272,0,0,0.015126993,Q
461,1,1,"Anderson, Mr. Harry",male,0.597888917,0,0,0.051822149,S
462,0,3,"Morley, Mr. William",male,0.421965318,0,0,0.015712554,S
463,0,1,"Gee, Mr. Arthur H",male,0.585322945,0,0,0.075146995,S
464,0,2,"Milling, Mr. Jacob Christian",male,0.597888917,0,0,0.02537431,S
465,0,3,"Maisner, Mr. Simon",male,0.434531289,0,0,0.015712554,S
466,0,3,"Goncalves, Mr. Manuel Estanslas",male,0.472229203,0,0,0.013760684,S
467,0,2,"Campbell, Mr. William",male,0.824076401,0,0,0,S
468,0,1,"Smart, Mr. John Montgomery",male,0.698416688,0,0,0.051822149,S
469,0,3,"Scanlan, Mr. James",male,0.25860769,0,0,0.015078196,Q
470,1,3,"Baclini, Miss. Helene Barbara",female,0.004146771,0.25,0.166666667,0.037589698,C
471,0,3,"Keefe, Mr. Arthur",male,0.736114602,0,0,0.014151058,S
472,0,3,"Cacic, Mr. Luka",male,0.472229203,0,0,0.016908074,S
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,0.409399347,0.125,0.333333333,0.054164393,S
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,0.283739633,0,0,0.026919606,C
475,0,3,"Strandberg, Miss. Ida Sofia",female,0.271173662,0,0,0.019201521,S
476,0,1,"Clifford, Mr. George Quincy",male,0.585322945,0,0,0.10149724,S
477,0,2,"Renouf, Mr. Peter Henry",male,0.421965318,0.125,0,0.04098927,S
478,0,3,"Braund, Mr. Lewis Richard",male,0.359135461,0.125,0,0.013752486,S
479,0,3,"Karlsson, Mr. Nils August",male,0.271173662,0,0,0.014679624,S
480,1,3,"Hirvonen, Miss. Hildur E",female,0.019854235,0,0.166666667,0.023983603,S
481,0,3,"Goodwin, Master. Harold Victor",male,0.107816034,0.625,0.333333333,0.091542703,S
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,0.824076401,0,0,0,S
483,0,3,"Rouse, Mr. Richard Henry",male,0.62302086,0,0,0.015712554,S
484,1,3,"Turkula, Mrs. (Hedwig)",female,0.786378487,0,0,0.018713554,S
485,1,1,"Bishop, Mr. Dickinson H",male,0.308871576,0.125,0,0.177774759,C
486,0,3,"Lefebre, Miss. Jeannie",female,0.095250063,0.375,0.166666667,0.049707688,S
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,0.434531289,0.125,0,0.175668301,S
488,0,1,"Kent, Mr. Edward Austin",male,0.72354863,0,0,0.057970539,C
489,0,3,"Somerton, Mr. Francis William",male,0.371701433,0,0,0.015712554,S
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,0.107816034,0.125,0.166666667,0.031034733,S
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,0.308871576,0.125,0,0.038972403,S
492,0,3,"Windelov, Mr. Einar",male,0.25860769,0,0,0.014151058,S
493,0,1,"Molson, Mr. Harry Markland",male,0.685850716,0,0,0.059532035,S
494,0,1,"Artagaveytia, Mr. Ramon",male,0.886906258,0,0,0.096625763,C
495,0,3,"Stanley, Mr. Edward Roland",male,0.25860769,0,0,0.015712554,S
496,0,3,"Yousseff, Mr. Gerious",male,0.233475748,0,0,0.028220722,C
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,0.673284745,0.125,0,0.152766424,C
498,0,3,"Shellard, Mr. Frederick William",male,0.233475748,0,0,0.029473237,S
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,0.308871576,0.125,0.333333333,0.2958059,S
500,0,3,"Svensson, Mr. Olof",male,0.296305604,0,0,0.015216388,S
501,0,3,"Calic, Mr. Petar",male,0.208343805,0,0,0.016908074,S
502,0,3,"Canavan, Miss. Mary",female,0.25860769,0,0,0.015126993,Q
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,0.25860769,0,0,0.014891207,Q
504,0,3,"Laitinen, Miss. Kristina Sofia",female,0.459663232,0,0,0.018713554,S
505,1,1,"Maioni, Miss. Roberta",female,0.195777834,0,0,0.168836756,S
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,0.220909776,0.125,0,0.212558644,C
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,0.409399347,0,0.333333333,0.05074862,S
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,0.560191003,0,0,0.051822149,S
509,0,3,"Olsen, Mr. Henry Margido",male,0.34656949,0,0,0.043965872,S
510,1,3,"Lang, Mr. Fang",male,0.321437547,0,0,0.110272458,S
511,1,3,"Daly, Mr. Eugene Patrick",male,0.359135461,0,0,0.015126993,Q
512,0,3,"Webber, Mr. James",male,0.434531289,0,0,0.015712554,S
513,1,1,"McGough, Mr. James Robert",male,0.447097261,0,0,0.051309783,S
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,0.673284745,0.125,0,0.115941079,C
515,0,3,"Coleff, Mr. Satio",male,0.296305604,0,0,0.014630827,S
516,0,1,"Walker, Mr. William Anderson",male,0.585322945,0,0,0.066404179,S
517,1,2,"Lemore, Mrs. (Amelia Milley)",female,0.421965318,0,0,0.020494635,S
518,0,3,"Ryan, Mr. Patrick",male,0.484795175,0,0,0.047137661,Q
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,0.447097261,0.125,0,0.05074862,S
520,0,3,"Pavlovic, Mr. Stefo",male,0.396833375,0,0,0.015411575,S
521,1,1,"Perreault, Miss. Anne",female,0.371701433,0,0,0.182499846,S
522,0,3,"Vovk, Mr. Janko",male,0.271173662,0,0,0.015411575,S
523,0,3,"Lahoud, Mr. Sarkis",male,0.566473988,0,0,0.014102261,C
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,0.547625031,0,0.166666667,0.113167862,C
525,0,3,"Kassem, Mr. Fared",male,0.352852475,0,0,0.014110459,C
526,0,3,"Farrell, Mr. James",male,0.503644132,0,0,0.015126993,Q
527,1,2,"Ridsdale, Miss. Lucy",female,0.62302086,0,0,0.020494635,S
528,0,1,"Farthing, Mr. John",male,0.271173662,0,0,0.432884169,S
529,0,3,"Salonen, Mr. Johan Werner",male,0.484795175,0,0,0.01546857,S
530,0,2,"Hocking, Mr. Richard George",male,0.283739633,0.25,0.166666667,0.022446505,S
531,1,2,"Quick, Miss. Phyllis May",female,0.019854235,0.125,0.166666667,0.05074862,S
532,0,3,"Toufik, Mr. Nakli",male,0.352852475,0,0,0.014110459,C
533,0,3,"Elias, Mr. Joseph Jr",male,0.208343805,0.125,0.166666667,0.014110459,C
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,0.044986177,0,0.333333333,0.043640495,C
535,0,3,"Cacic, Miss. Marija",female,0.371701433,0,0,0.016908074,S
536,1,2,"Hart, Miss. Eva Miriam",female,0.082684091,0,0.333333333,0.051236588,S
537,0,1,"Butt, Major. Archibald Willingham",male,0.560191003,0,0,0.051822149,S
538,1,1,"LeRoy, Miss. Bertha",female,0.371701433,0,0,0.207727766,C
539,0,3,"Risien, Mr. Samuel Beard",male,0.233475748,0,0,0.028302115,S
540,1,1,"Frolicher, Miss. Hedwig Margaritha",female,0.271173662,0,0.333333333,0.096617565,C
541,1,1,"Crosby, Miss. Harriet R",female,0.447097261,0,0.333333333,0.138582771,S
542,0,3,"Andersson, Miss. Ingeborg Constanzia",female,0.107816034,0.5,0.333333333,0.061044735,S
543,0,3,"Andersson, Miss. Sigrid Elisabeth",female,0.132947977,0.5,0.333333333,0.061044735,S
544,1,2,"Beane, Mr. Edward",male,0.396833375,0.125,0,0.05074862,S
545,0,1,"Douglas, Mr. Walter Donald",male,0.62302086,0.125,0,0.207727766,C
546,0,1,"Nicholson, Mr. Arthur Ernest",male,0.798944458,0,0,0.05074862,S
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",female,0.233475748,0.125,0,0.05074862,S
548,1,2,"Padro y Manent, Mr. Julian",male,0.673284745,0,0,0.027057798,C
549,0,3,"Goldsmith, Mr. Frank John",male,0.409399347,0.125,0.166666667,0.040062132,S
550,1,2,"Davies, Master. John Morgan Jr",male,0.095250063,0.125,0.166666667,0.071731223,S
551,1,1,"Thayer, Mr. John Borland Jr",male,0.208343805,0,0.333333333,0.216429788,C
552,0,2,"Sharp, Mr. Percival James R",male,0.334003518,0,0,0.05074862,S
553,0,3,"O'Brien, Mr. Timothy",male,0.246041719,0,0,0.015281581,Q
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,0.271173662,0,0,0.014102261,C
555,1,3,"Ohman, Miss. Velin",female,0.271173662,0,0,0.015175789,S
556,0,1,"Wright, Mr. George",male,0.773812516,0,0,0.051822149,S
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,0.597888917,0.125,0,0.077294052,C
558,0,1,"Robbins, Mr. Victor",male,0.271173662,0,0,0.444099224,C
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,0.484795175,0.125,0.166666667,0.155466446,S
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,0.447097261,0.125,0,0.033962538,S
561,0,3,"Morrow, Mr. Thomas Rowan",male,0.880623272,0,0,0.015126993,Q
562,0,3,"Sivic, Mr. Husein",male,0.497361146,0,0,0.015411575,S
563,0,2,"Norman, Mr. Robert Douglas",male,0.34656949,0,0,0.026350245,S
564,0,3,"Simmons, Mr. John",male,0.434531289,0,0,0.015712554,S
565,0,3,"Meanwell, Miss. (Marion Ogden)",female,0.183211862,0,0,0.015712554,S
566,0,3,"Davies, Mr. Alfred J",male,0.296305604,0.25,0,0.047137661,S
567,0,3,"Stoytcheff, Mr. Ilia",male,0.233475748,0,0,0.015411575,S
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,0.359135461,0,0.666666667,0.04113566,S
569,0,3,"Doharr, Mr. Tannous",male,0.352852475,0,0,0.014110459,C
570,1,3,"Jonsson, Mr. Carl",male,0.396833375,0,0,0.015330377,S
571,1,2,"Harris, Mr. George",male,0.773812516,0,0,0.020494635,S
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,0.660718774,0.25,0,0.100480707,S
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,0.447097261,0,0,0.05150497,S
574,1,3,"Kelly, Miss. Mary",female,0.271173662,0,0,0.015126993,Q
575,0,3,"Rush, Mr. Alfred George John",male,0.195777834,0,0,0.015712554,S
576,0,3,"Patchett, Mr. George",male,0.233475748,0,0,0.028302115,S
577,1,2,"Garside, Miss. Ethel",female,0.421965318,0,0,0.02537431,S
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,0.484795175,0.125,0,0.109109533,S
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",female,0.176928877,0.125,0,0.028220722,C
580,1,3,"Jussila, Mr. Eiriik",male,0.396833375,0,0,0.01546857,S
581,1,2,"Christy, Miss. Julie Rachel",female,0.308871576,0.125,0.166666667,0.0585561,S
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,0.484795175,0.125,0.166666667,0.216429788,C
583,0,2,"Downton, Mr. William James",male,0.673284745,0,0,0.05074862,S
584,0,1,"Ross, Mr. John Hugo",male,0.447097261,0,0,0.078318784,C
585,0,3,"Paulner, Mr. Uscher",male,0.208343805,0,0,0.017005667,C
586,1,1,"Taussig, Miss. Ruth",female,0.220909776,0,0.333333333,0.155466446,S
587,0,2,"Jarvis, Mr. John Denzil",male,0.585322945,0,0,0.02927805,S
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,0.748680573,0.125,0.166666667,0.154588105,C
589,0,3,"Gilinski, Mr. Eliezer",male,0.271173662,0,0,0.015712554,S
590,0,3,"Murdlin, Mr. Joseph",male,0.434531289,0,0,0.015712554,S
591,0,3,"Rintamaki, Mr. Matti",male,0.434531289,0,0,0.013907074,S
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,0.648152802,0.125,0,0.152766424,C
593,0,3,"Elsbury, Mr. William James",male,0.585322945,0,0,0.014151058,S
594,0,3,"Bourke, Miss. Mary",female,0.334003518,0,0.333333333,0.015126993,Q
595,0,2,"Chapman, Mr. John Henry",male,0.459663232,0.125,0,0.05074862,S
596,0,3,"Van Impe, Mr. Jean Baptiste",male,0.447097261,0.125,0.166666667,0.047137661,S
597,1,2,"Leitch, Miss. Jessie Wills",female,0.233475748,0,0,0.06441171,S
598,0,3,"Johnson, Mr. Alfred",male,0.610454888,0,0,0,S
599,0,3,"Boulos, Mr. Hanna",male,0.566473988,0,0,0.014102261,C
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,0.610454888,0.125,0,0.111118398,C
